,links,Title,Uploaded By,Length,Date Uploaded,Description,length
2426,['https://freesound.org/people/d78productions/sounds/367982/'],['Wind Closed Window.wav'],['d78productions'],,"['November 9th, 2016']",[''],['-10:37']
2427,['https://freesound.org/people/dobroide/sounds/352574/'],['20160816_thunder.03.wav'],['dobroide'],,"['August 22nd, 2016']",[''],['-00:11']
2428,['https://freesound.org/people/dnlburnett/sounds/360756/'],['Rain drops against windo...'],['dnlburnett'],,"['September 25th, 2016']",[''],['-00:59']
2429,['https://freesound.org/people/constructabeat/sounds/258384/'],['Air tone Rain London Night'],['constructabeat'],,"['December 21st, 2014']",[''],['-03:44']
2430,['https://freesound.org/people/MTsquared%20Productions/sounds/328358/'],['24 minutes of rain .wav'],['MTsquared Productions'],,"['November 10th, 2015']",[''],['-24:48']
2431,['https://freesound.org/people/emersonfd/sounds/240558/'],['thunderstorm - close lig...'],['emersonfd'],,"['June 12th, 2014']","['relaxing thunderstorm in my area in burleson,texas/usa on may 2014']",['-05:08']
2432,['https://freesound.org/people/Kostas17/sounds/248110/'],['thunder.wav'],['Kostas17'],,"['September 11th, 2014']",[''],['-00:23']
2433,['https://freesound.org/people/Anthousai/sounds/405630/'],['2017 september - rain - ...'],['Anthousai'],,"['October 26th, 2017']",[''],['-03:47']
2434,['https://freesound.org/people/Kyster/sounds/122117/'],['Rain late at night.wav'],['Kyster'],,"['June 14th, 2011']",[''],['-47:57']
2435,['https://freesound.org/people/Stevious42/sounds/259627/'],['Rain on Car Roof 2.wav'],['Stevious42'],,"['December 28th, 2014']",[''],['-00:20']
2436,['https://freesound.org/people/Motion_S/sounds/218387/'],['Calm Waves Crashing Agai...'],['Motion_S'],,"['February 10th, 2014']",[''],['-00:37']
2437,['https://freesound.org/people/depwl9992/sounds/316786/'],['July Thundershower'],['depwl9992'],,"['July 18th, 2015']",[''],['-06:32']
2438,['https://freesound.org/people/Motion_S/sounds/218386/'],['Whistling Wind.wav'],['Motion_S'],,"['February 10th, 2014']",[''],['-00:02']
2439,['https://freesound.org/people/csengeri/sounds/347568/'],['11st June 2016 thunderst...'],['csengeri'],,"['June 11th, 2016']",[''],['-83:53']
2440,['https://freesound.org/people/DragishaRambo21/sounds/345920/'],['thunder.mp3'],['DragishaRambo21'],,"['May 16th, 2016']",[''],['-00:03']
2441,['https://freesound.org/people/csengeri/sounds/398201/'],['20170724eso.mp3'],['csengeri'],,"['July 25th, 2017']",[''],['-202:53']
2442,['https://freesound.org/people/wjoojoo/sounds/255545/'],['storm_austin_11222014.flac'],['wjoojoo'],,"['November 23rd, 2014']",[''],['-04:02']
2443,['https://freesound.org/people/nick121087/sounds/319122/'],['Thunder'],['nick121087'],,"['August 8th, 2015']",[''],['-00:20']
2444,['https://freesound.org/people/pulswelle/sounds/321227/'],['Heavy Rain and Thunder 3...'],['pulswelle'],,"['September 4th, 2015']",[''],['-20:35']
2445,['https://freesound.org/people/felix.blume/sounds/237242/'],['Thunderstorm and rain in...'],['felix.blume'],,"['May 9th, 2014']",[''],['-06:00']
2446,['https://freesound.org/people/paisagemsonoraunila/sounds/346485/'],['rain - chuva - água - wa...'],['paisagemsonoraunila'],,"['May 28th, 2016']",['Miguel Angelo Ferreira Junior Gravação chuva'],['-09:06']
2447,['https://freesound.org/people/betchkal/sounds/148919/'],"['Windy Day in Healy, Alas...']",['betchkal'],,"['March 14th, 2012']",[''],['-02:42']
2448,['https://freesound.org/people/miradeshazer/sounds/337791/'],['city pouring rain.wav'],['miradeshazer'],,"['February 23rd, 2016']",[''],['-00:17']
2449,['https://freesound.org/people/pulswelle/sounds/320916/'],['Heavy Rain and Thunder 2...'],['pulswelle'],,"['August 31st, 2015']",[''],['-32:17']
2450,['https://freesound.org/people/bajko/sounds/399656/'],['sfx_thunder blast.wav'],['bajko'],,"['August 16th, 2017']",[''],['-00:17']
2451,['https://freesound.org/people/Sclolex/sounds/237213/'],['LightRainWithThunder.mp3'],['Sclolex'],,"['May 9th, 2014']",[''],['-19:22']
2452,['https://freesound.org/people/csengeri/sounds/48504/'],['050700.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:37']
2453,['https://freesound.org/people/Koops/sounds/18809/'],['Rain_Pouring_03_LOOP.wav'],['Koops'],,"['May 9th, 2006']",[''],['-00:15']
2454,['https://freesound.org/people/IFartInUrGeneralDirection/sounds/53923/'],['xenia_tornado.mp3'],['IFartInUrGeneralDirection'],,"['May 20th, 2008']",[''],['-03:54']
2455,['https://freesound.org/people/Koops/sounds/19031/'],['Thunder_01.wav'],['Koops'],,"['May 16th, 2006']",[''],['-00:33']
2456,['https://freesound.org/people/csengeri/sounds/72895/'],['dorges.wav'],['csengeri'],,"['May 20th, 2009']",[''],['-00:20']
2457,['https://freesound.org/people/chimerical/sounds/107330/'],['Countdown News Intro.wav'],['chimerical'],,"['October 28th, 2010']",[''],['-00:45']
2458,['https://freesound.org/people/neilg/sounds/23403/'],['Thunderandcar_June2006.wav'],['neilg'],,"['October 5th, 2006']",[''],['-00:30']
2459,['https://freesound.org/people/csengeri/sounds/48521/'],['Mennyd2004052.wav'],['csengeri'],,"['February 18th, 2008']",[''],['-00:26']
2460,['https://freesound.org/people/Benboncan/sounds/63802/'],['Short Hailstorm.wav'],['Benboncan'],,"['November 28th, 2008']",[''],['-00:36']
2461,['https://freesound.org/people/csengeri/sounds/48511/'],['mennyd58.wav'],['csengeri'],,"['February 17th, 2008']",['This sound recorded by a Grundig Cassette recorder and a PHILIPS Microphone (denoised version).'],['-00:11']
2462,['https://freesound.org/people/inchadney/sounds/73539/'],['Thunder.WAV'],['inchadney'],,"['June 4th, 2009']",[''],['-17:37']
2463,['https://freesound.org/people/NoiseCollector/sounds/4018/'],['synthwind.wav'],['NoiseCollector'],,"['July 11th, 2005']",[''],['-00:52']
2464,['https://freesound.org/people/csengeri/sounds/27247/'],['Storm200408.mp3'],['csengeri'],,"['December 17th, 2006']",[''],['-04:46']
2465,['https://freesound.org/people/csengeri/sounds/76271/'],['180709th.wav'],['csengeri'],,"['July 24th, 2009']",[''],['-02:33']
2466,['https://freesound.org/people/blackheathbugle/sounds/56768/'],['thunder.wav'],['blackheathbugle'],,"['July 9th, 2008']",[''],['-00:55']
2467,['https://freesound.org/people/sd29bis/sounds/72566/'],['Politiehelie_boven_lombo...'],['sd29bis'],,"['May 12th, 2009']",[''],['-02:47']
2468,['https://freesound.org/people/pcaeldries/sounds/21853/'],['RainOnWoodandPlants.flac'],['pcaeldries'],,"['August 16th, 2006']",[''],['-02:00']
2469,['https://freesound.org/people/csengeri/sounds/48507/'],['8.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:22']
2470,['https://freesound.org/people/csengeri/sounds/48523/'],['dorges5.wav'],['csengeri'],,"['February 18th, 2008']",[''],['-00:12']
2471,['https://freesound.org/people/gynation/sounds/82366/'],['Rain on Car Hood.WAV'],['gynation'],,"['October 28th, 2009']",[''],['-00:21']
2472,['https://freesound.org/people/Koops/sounds/17877/'],['Rain_Patter_01.wav'],['Koops'],,"['April 10th, 2006']",[''],['-00:26']
2473,['https://freesound.org/people/BristolStories/sounds/65909/'],['crackling-rain-fire.WAV'],['BristolStories'],,"['January 5th, 2009']",[''],['-01:51']
2474,['https://freesound.org/people/ra_gun/sounds/82270/'],['Wind-sea 03-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-00:28']
2475,['https://freesound.org/people/audible-edge/sounds/76454/'],['AE0027 Wind howling thro...'],['audible-edge'],,"['July 30th, 2009']",[''],['-08:00']
2476,['https://freesound.org/people/jus/sounds/39446/'],['Midnight summer rain par...'],['jus'],,"['August 21st, 2007']","['Still raining steadily, though not so hard. You can hear the water running from the eaves.']",['-00:39']
2477,['https://freesound.org/people/wildsolution/sounds/22692/'],['Thunderstrike.aif'],['wildsolution'],,"['September 8th, 2006']",[''],['-02:00']
2478,['https://freesound.org/people/pcaeldries/sounds/73418/'],['BeforeTheRain(Wind).wav'],['pcaeldries'],,"['June 2nd, 2009']",[''],['-01:48']
2479,['https://freesound.org/people/Marec/sounds/15337/'],['rain.mp3'],['Marec'],,"['February 1st, 2006']",[''],['-01:36']
2480,['https://freesound.org/people/csengeri/sounds/48520/'],['Mennyd200405.wav'],['csengeri'],,"['February 18th, 2008']",[''],['-00:29']
2481,['https://freesound.org/people/adam_danz/sounds/17211/'],['Thunder Storm 040508.mp3'],['adam_danz'],,"['March 21st, 2006']",[''],['-02:39']
2482,['https://freesound.org/people/Heigh-hoo/sounds/21733/'],['sudden_thunder.aif'],['Heigh-hoo'],,"['August 12th, 2006']",[''],['-00:11']
2483,['https://freesound.org/people/csengeri/sounds/48505/'],['4.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:39']
2484,['https://freesound.org/people/Trautwein/sounds/56576/'],['Rain with a thunder-stor...'],['Trautwein'],,"['July 6th, 2008']",[''],['-00:30']
2485,['https://freesound.org/people/genghis%20attenborough/sounds/75289/'],['Thunder storm over Leyto...'],['genghis attenborough'],,"['July 8th, 2009']",[''],['-05:11']
2486,['https://freesound.org/people/audible-edge/sounds/76716/'],['AE0078 Light summer thun...'],['audible-edge'],,"['July 31st, 2009']",[''],['-09:59']
2487,['https://freesound.org/people/ra_gun/sounds/82268/'],['Wind-sea 01-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-00:20']
2488,['https://freesound.org/people/ra_gun/sounds/82269/'],['Wind-sea 02-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-00:20']
2489,['https://freesound.org/people/neilg/sounds/23405/'],['rainonleaves_June2006.wav'],['neilg'],,"['October 5th, 2006']",[''],['-01:42']
2490,['https://freesound.org/people/NoiseCollector/sounds/100158/'],['raindrops.mp3'],['NoiseCollector'],,"['June 23rd, 2010']",[''],['-03:06']
2491,['https://freesound.org/people/FaireDesVagues/sounds/73578/'],['fdv_orage.wav'],['FaireDesVagues'],,"['June 9th, 2009']","['A storm with thunders. First thunder comes from a long way, second one is close. Recorded in 06 June 2009, …']",['-01:59']
2492,['https://freesound.org/people/Kyster/sounds/85146/'],['Rain on my window 02.wav'],['Kyster'],,"['December 8th, 2009']",[''],['-15:15']
2493,['https://freesound.org/people/jppi_Stu/sounds/16784/'],['sw_thunder_03.wav'],['jppi_Stu'],,"['March 11th, 2006']",[''],['-00:58']
2494,['https://freesound.org/people/mr_rolfi/sounds/22325/'],['prelude_side.wav'],['mr_rolfi'],,"['August 25th, 2006']",[''],['-01:41']
2495,['https://freesound.org/people/csengeri/sounds/55019/'],['thunder04.wav'],['csengeri'],,"['June 13th, 2008']",[''],['-00:22']
2496,['https://freesound.org/people/fiatknox/sounds/52870/'],['rain rain rain rain - 20...'],['fiatknox'],,"['May 6th, 2008']",[''],['-07:15']
2497,['https://freesound.org/people/csengeri/sounds/48506/'],['5.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:35']
2498,['https://freesound.org/people/pcaeldries/sounds/46967/'],['StormyNightintheCity01.wav'],['pcaeldries'],,"['January 17th, 2008']",[''],['-05:08']
2499,['https://freesound.org/people/csengeri/sounds/51475/'],['Villam080407.wav'],['csengeri'],,"['April 7th, 2008']",[''],['-00:46']
2500,['https://freesound.org/people/csengeri/sounds/36059/'],['Thunder070610.MP3'],['csengeri'],,"['June 12th, 2007']",[''],['-36:19']
2501,['https://freesound.org/people/Kyster/sounds/85145/'],['Rain on my window 01.wav'],['Kyster'],,"['December 8th, 2009']",[''],['-15:15']
2502,['https://freesound.org/people/csengeri/sounds/48508/'],['Mennydörgés42.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:12']
2503,['https://freesound.org/people/csengeri/sounds/48509/'],['Mennydörgés43.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:04']
2504,['https://freesound.org/people/tim.kahn/sounds/17921/'],['NZ_Rain.aif'],['tim.kahn'],,"['April 11th, 2006']",[''],['-00:17']
2505,['https://freesound.org/people/mr_rolfi/sounds/22326/'],['thunder_siren.wav'],['mr_rolfi'],,"['August 25th, 2006']",[''],['-01:39']
2506,['https://freesound.org/people/mr_rolfi/sounds/22160/'],['massive_thunder.wav'],['mr_rolfi'],,"['August 24th, 2006']","['Extract from an hours recording of a thunderstorm. This is a very loud clap (it was right over my house), …']",['-02:17']
2507,['https://freesound.org/people/mr_rolfi/sounds/22327/'],['heaviernow_side.wav'],['mr_rolfi'],,"['August 25th, 2006']",[''],['-03:39']
2508,['https://freesound.org/people/pete668/sounds/22886/'],['Rain on the windscreen 3...'],['pete668'],,"['September 15th, 2006']",[''],['-01:22']
2509,['https://freesound.org/people/audible-edge/sounds/78377/'],['AE0094 Vehicles passing ...'],['audible-edge'],,"['August 29th, 2009']",[''],['-04:00']
2510,['https://freesound.org/people/Omar%20Alvarado/sounds/87472/'],['wind.mp3'],['Omar Alvarado'],,"['January 10th, 2010']",[''],['-03:33']
2511,['https://freesound.org/people/csengeri/sounds/78656/'],['thunder040909.wav'],['csengeri'],,"['September 5th, 2009']",[''],['-00:47']
2512,['https://freesound.org/people/FatLane/sounds/88568/'],['100121.wav'],['FatLane'],,"['January 25th, 2010']",[''],['-00:44']
2513,['https://freesound.org/people/r_rocks/sounds/89613/'],['walking_on_snow_and_ligh...'],['r_rocks'],,"['February 5th, 2010']",[''],['-00:21']
2514,['https://freesound.org/people/dobroide/sounds/18045/'],['20060412.thunder.wav'],['dobroide'],,"['April 16th, 2006']",[''],['-00:15']
2515,['https://freesound.org/people/csengeri/sounds/48510/'],['Mennydörgés44.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:13']
2516,['https://freesound.org/people/dobroide/sounds/18046/'],['20060412.thunder02.wav'],['dobroide'],,"['April 16th, 2006']",[''],['-00:20']
2517,['https://freesound.org/people/ReWired/sounds/66938/'],['74_DROPS.wav'],['ReWired'],,"['February 5th, 2009']",[''],['-01:16']
2518,['https://freesound.org/people/csengeri/sounds/52419/'],['2008APRILIS21DORGES1HQ.wav'],['csengeri'],,"['April 28th, 2008']",[''],['-00:45']
2519,['https://freesound.org/people/csengeri/sounds/39861/'],['Vihar1aug20.MP3'],['csengeri'],,"['August 28th, 2007']",[''],['-72:26']
2520,['https://freesound.org/people/csengeri/sounds/52857/'],['080505thunder.wav'],['csengeri'],,"['May 6th, 2008']",[''],['-00:47']
2521,['https://freesound.org/people/csengeri/sounds/56403/'],['Closethunder080630.wav'],['csengeri'],,"['June 30th, 2008']","['Very short thunderstorm was occured in Pécel, Hungary, in the afternoon on 30th of June, 2008. This is the closest …']",['-00:20']
2522,['https://freesound.org/people/csengeri/sounds/56745/'],['Closethunder20080707.wav'],['csengeri'],,"['July 9th, 2008']",[''],['-00:30']
2523,['https://freesound.org/people/csengeri/sounds/58743/'],['0808091.wav'],['csengeri'],,"['August 11th, 2008']",[''],['-00:42']
2524,['https://freesound.org/people/Benboncan/sounds/60861/'],['Wind howling.wav'],['Benboncan'],,"['October 3rd, 2008']",[''],['-12:46']
2525,['https://freesound.org/people/neilg/sounds/23402/'],['Thunder_August2006.wav'],['neilg'],,"['October 5th, 2006']",[''],['-00:48']
2526,['https://freesound.org/people/csengeri/sounds/37289/'],['Tstorm070709.mp3'],['csengeri'],,"['July 10th, 2007']",[''],['-34:44']
2527,['https://freesound.org/people/ra_gun/sounds/82267/'],['Wind-inside car-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-02:33']
2528,['https://freesound.org/people/jakeharries/sounds/6784/'],['Spring 2004 rain & thund...'],['jakeharries'],,"['August 10th, 2005']",[''],['-04:49']
2529,['https://freesound.org/people/jppi_Stu/sounds/16782/'],['sw_thunder_01.wav'],['jppi_Stu'],,"['March 11th, 2006']",[''],['-00:10']
2530,['https://freesound.org/people/blackheathbugle/sounds/56743/'],['thunder.mp3'],['blackheathbugle'],,"['July 9th, 2008']",[''],['-00:55']
2531,['https://freesound.org/people/thammo/sounds/54958/'],['rain.ogg'],['thammo'],,"['June 9th, 2008']",[''],['-05:53']
2532,['https://freesound.org/people/Anton/sounds/21704/'],['dakraam_regen_II.WAV'],['Anton'],,"['August 10th, 2006']",[''],['-01:20']
2533,['https://freesound.org/people/csengeri/sounds/48522/'],['dorges33.wav'],['csengeri'],,"['February 18th, 2008']",[''],['-01:52']
2534,['https://freesound.org/people/csengeri/sounds/48495/'],['mennyd57remix.wav'],['csengeri'],,"['February 17th, 2008']",[''],['-00:18']
2535,['https://freesound.org/people/jppi_Stu/sounds/16783/'],['sw_thunder_02.wav'],['jppi_Stu'],,"['March 11th, 2006']",[''],['-00:14']
2536,['https://freesound.org/people/csengeri/sounds/54956/'],['Hugethunder.wav'],['csengeri'],,"['June 9th, 2008']","['8th of June, thunderstorm, Pécel. Biggest lightning! Recorded by MP3 player. It resonated everything!']",['-00:47']
2537,['https://freesound.org/people/CBeeching/sounds/75008/'],['Rain on Window.wav'],['CBeeching'],,"['June 30th, 2009']",[''],['-01:01']
2538,['https://freesound.org/people/coneybeare/sounds/91129/'],['RainInsideCar.wav'],['coneybeare'],,"['March 3rd, 2010']",[''],['-02:59']
2539,['https://freesound.org/people/Analog%20Bleep%20Ten/sounds/75825/'],['Howling Wind on Street.wav'],['Analog Bleep Ten'],,"['July 18th, 2009']",[''],['-00:13']
2540,['https://freesound.org/people/mr_rolfi/sounds/22387/'],['windy_lane.wav'],['mr_rolfi'],,"['August 28th, 2006']",[''],['-05:48']
2541,['https://freesound.org/people/morgantj/sounds/58487/'],['storm2.wav'],['morgantj'],,"['August 5th, 2008']",[''],['-02:23']
2542,['https://freesound.org/people/ra_gun/sounds/82271/'],['Wind-sea 04-091007.wav'],['ra_gun'],,"['October 26th, 2009']",[''],['-01:09']
2543,['https://freesound.org/people/FaireDesVagues/sounds/78361/'],['fdv_tonnerre.wav'],['FaireDesVagues'],,"['August 29th, 2009']",[''],['-01:25']
2544,['https://freesound.org/people/JoeDinesSound/sounds/72090/'],['Stormy Wind sound'],['JoeDinesSound'],,"['May 2nd, 2009']",[''],['-00:30']
2545,['https://freesound.org/people/golosiy/sounds/107934/'],['wind.wav'],['golosiy'],,"['November 3rd, 2010']",[''],['-00:14']
2546,['https://freesound.org/people/BoilingSand/sounds/49521/'],"[""'good lord willing' coun...""]",['BoilingSand'],,"['March 12th, 2008']",[''],['-00:10']
2547,['https://freesound.org/people/dobroide/sounds/18047/'],['20060412.thunder03.wav'],['dobroide'],,"['April 16th, 2006']",[''],['-00:13']
2548,['https://freesound.org/people/ventousawins/sounds/689152/'],['Thunder'],['ventousawins'],,"['June 1st, 2023']",[''],['-00:15']
2549,['https://freesound.org/people/Makape/sounds/363252/'],['Rain and Thunder.wav'],['Makape'],,"['October 20th, 2016']",[''],['-00:27']
2550,['https://freesound.org/people/10tucker/sounds/168128/'],"['Heavy Rain, Outside']",['10tucker'],,"['October 23rd, 2012']",[''],['-00:20']
2551,['https://freesound.org/people/mikala_oidua/sounds/348024/'],['Rain on Canvas 01.wav'],['mikala_oidua'],,"['June 18th, 2016']","['Rain on canvas cloth, dripping on concrete. Could be used for rain on umbrella.']",['-00:07']
2552,['https://freesound.org/people/vspiegel/sounds/266027/'],['Storm.mp3'],['vspiegel'],,"['March 6th, 2015']",[''],['-07:42']
2553,['https://freesound.org/people/PatoCuakCuak/sounds/335335/'],['viento.wav'],['PatoCuakCuak'],,"['February 4th, 2016']",[''],['-00:16']
2554,['https://freesound.org/people/SergeQuadrado/sounds/654966/'],['Wet Weather'],['SergeQuadrado'],,"['October 26th, 2022']",[''],['-00:29']
2555,['https://freesound.org/people/cs2975871/sounds/514187/'],['WeatherRadio.wav'],['cs2975871'],,"['April 20th, 2020']",[''],['-00:24']
2556,['https://freesound.org/people/HighPeakEmma/sounds/592578/'],['Weather Station Windmill'],['HighPeakEmma'],,"['October 17th, 2021']",[''],['-00:28']
2557,['https://freesound.org/people/ingsey101/sounds/50377/'],['Cockney weather news.wav'],['ingsey101'],,"['March 25th, 2008']",[''],['-00:46']
2558,['https://freesound.org/people/thepearl/sounds/67679/'],['whistle stormy weather.aiff'],['thepearl'],,"['February 18th, 2009']",[''],['-00:13']
2559,['https://freesound.org/people/SergeQuadrado/sounds/455362/'],['Weather Forecast Introdu...'],['SergeQuadrado'],,"['December 30th, 2018']",[''],['-00:08']
2560,['https://freesound.org/people/Drukalo/sounds/334047/'],['BadWeatherRec.wav'],['Drukalo'],,"['January 27th, 2016']",[''],['-00:03']
2561,['https://freesound.org/people/MichiganKid2020/sounds/657551/'],['Severe Weather Sirens.wav'],['MichiganKid2020'],,"['November 6th, 2022']",[''],['-05:09']
2562,['https://freesound.org/people/vinc_kwok/sounds/470462/'],['shallow at mildly spring...'],['vinc_kwok'],,"['May 16th, 2019']",[''],['-15:00']
2563,['https://freesound.org/people/AugustSandberg/sounds/509322/'],['Kayaking in rough weather'],['AugustSandberg'],,"['March 17th, 2020']",[''],['-01:39']
2564,['https://freesound.org/people/nuncaconoci/sounds/584252/'],['wet weather runoff.wav'],['nuncaconoci'],,"['August 21st, 2021']",[''],['-00:25']
2565,['https://freesound.org/people/Dementan/sounds/181608/'],['Japanese weather forecas...'],['Dementan'],,"['March 22nd, 2013']",[''],['-02:16']
2566,['https://freesound.org/people/brogar2000/sounds/496763/'],['Severe Thunderstorm in t...'],['brogar2000'],,"['December 11th, 2019']","['Severe thunderstorm, heavy rain, heavy thunder, traffic, rain hitting window, rain dripping off window. Recorded in Lincoln Nebraska using Zoom …']",['-10:09']
2567,['https://freesound.org/people/presidentevil4zombie/sounds/241195/'],['Heavy Rain Short'],['presidentevil4zombie'],,"['June 25th, 2014']",[''],['-00:07']
2568,['https://freesound.org/people/Adripro/sounds/404898/'],['Rain on Porch.wav'],['Adripro'],,"['October 16th, 2017']",[''],['-03:16']
2569,['https://freesound.org/people/itinerantmonk108/sounds/685210/'],['End times weather report 1'],['itinerantmonk108'],,"['April 27th, 2023']",[''],['-00:23']
2570,['https://freesound.org/people/MarcVader/sounds/532960/'],['Japanese TV Weather Fore...'],['MarcVader'],,"['August 29th, 2020']",[''],['-02:16']
2571,['https://freesound.org/people/dobroide/sounds/185137/'],['20130406_nasty.weather.0...'],['dobroide'],,"['April 17th, 2013']",[''],['-00:53']
2572,['https://freesound.org/people/Barnface/sounds/333249/'],"['Door Open:Close, Weather...']",['Barnface'],,"['January 17th, 2016']",[''],['-00:06']
2573,['https://freesound.org/people/BRBAdventurer/sounds/414932/'],['Weather Report Environme...'],['BRBAdventurer'],,"['January 7th, 2018']",[''],['-05:21']
2574,['https://freesound.org/people/tender_buttons/sounds/440545/'],['Any wet weather means an...'],['tender_buttons'],,"['September 16th, 2018']",[''],['-00:13']
2575,['https://freesound.org/people/MasterJake2000/sounds/278973/'],['RWT-2015-07-01'],['MasterJake2000'],,"['July 5th, 2015']",[''],['-02:21']
2576,['https://freesound.org/people/vestibule-door/sounds/669068/'],['weather station door ope...'],['vestibule-door'],,"['January 9th, 2023']",[''],['-00:08']
2577,['https://freesound.org/people/CarolJ98/sounds/463338/'],"['Good Weather, Wind, Peop...']",['CarolJ98'],,"['March 12th, 2019']",[''],['-00:14']
2578,['https://freesound.org/people/Hertz_Jackie/sounds/669530/'],['urgent tornado weather r...'],['Hertz_Jackie'],,"['January 13th, 2023']",[''],['-01:12']
2579,['https://freesound.org/people/craigsmith/sounds/438863/'],['G55-09-Weather-Wind.wav'],['craigsmith'],,"['August 27th, 2018']",[''],['-01:17']
2580,['https://freesound.org/people/neguscat/sounds/427496/'],['outdoor piano harp 3.wav'],['neguscat'],,"['May 4th, 2018']",[''],['-00:05']
2581,['https://freesound.org/people/Rollo145/sounds/239963/'],['Rain-Thunder.WAV'],['Rollo145'],,"['June 3rd, 2014']","['Heavy rain on porch. Thunder at 5\'40"". Recorded in Portsmouth, England. May 2014. On Zoom H1.Total 10 mins. By Graham …']",['-09:59']
2582,['https://freesound.org/people/dominaexcrucior/sounds/678157/'],['City-ambiance-walking on...'],['dominaexcrucior'],,"['March 10th, 2023']",[''],['-01:16']
2583,['https://freesound.org/people/chewiesmissus/sounds/213409/'],['WetDoorOpen4.wav'],['chewiesmissus'],,"['January 9th, 2014']",[''],['-00:01']
2584,['https://freesound.org/people/lucianodato/sounds/215042/'],['Windy Rain'],['lucianodato'],,"['January 22nd, 2014']",[''],['-00:38']
2585,['https://freesound.org/people/AlienXXX/sounds/260134/'],['Weather report_IRL_Shann...'],['AlienXXX'],,"['January 3rd, 2015']",[''],['-02:36']
2586,['https://freesound.org/people/Kyster/sounds/171754/'],['Microphone goes ding in ...'],['Kyster'],,"['December 15th, 2012']",[''],['-00:20']
2587,['https://freesound.org/people/ljdyfstories/sounds/394001/'],['AMB_Weather_typhoon_indo...'],['ljdyfstories'],,"['May 25th, 2017']",[''],['-05:07']
2588,['https://freesound.org/people/Tompalompa/sounds/475919/'],['Walking in snow.m4a'],['Tompalompa'],,"['July 1st, 2019']",[''],['-00:19']
2589,['https://freesound.org/people/16GPanskaSibinska_N/sounds/497195/'],['burning candle in the wi...'],['16GPanskaSibinska_N'],,"['December 15th, 2019']",[''],['-00:12']
2590,['https://freesound.org/people/Hewn.Marrow/sounds/695458/'],['Remix of Weather Forecas...'],['Hewn.Marrow'],,"['July 9th, 2023']",[''],['-00:01']
2591,['https://freesound.org/people/Bini_trns/sounds/353513/'],"['Dresden Park Ambience, C...']",['Bini_trns'],,"['September 5th, 2016']",[''],['-04:58']
2592,['https://freesound.org/people/NDOAP2020/sounds/560151/'],['New Recording 2.m4a'],['NDOAP2020'],,"['February 23rd, 2021']",[''],['-00:53']
2593,['https://freesound.org/people/digrinonf/sounds/346151/'],['Storm in stereo'],['digrinonf'],,"['May 22nd, 2016']",[''],['-02:02']
2594,['https://freesound.org/people/Takkyi/sounds/543809/'],['Wind Howl 4 inch Pipe.wav'],['Takkyi'],,"['November 10th, 2020']",[''],['-00:07']
2595,['https://freesound.org/people/cmusounddesign/sounds/72026/'],['FP_Diesel_Tractor_Drivin...'],['cmusounddesign'],,"['May 2nd, 2009']",[''],['-02:22']
2596,['https://freesound.org/people/clivew/sounds/491123/'],['cycling on gravel with s...'],['clivew'],,"['November 3rd, 2019']",['recording in central australia at the giles weather station'],['-01:03']
2597,['https://freesound.org/people/BeeProductive/sounds/429982/'],['Campsite Ambience.wav'],['BeeProductive'],,"['May 22nd, 2018']",[''],['-01:51']
2598,['https://freesound.org/people/JumboSizedFish/sounds/697510/'],['WR120B Snooze Button'],['JumboSizedFish'],,"['July 26th, 2023']",[''],['-00:00']
2599,['https://freesound.org/people/neilraouf/sounds/457190/'],['Stormy rainy ambaince (4...'],['neilraouf'],,"['January 23rd, 2019']",[''],['-05:57']
2600,['https://freesound.org/people/clivew/sounds/528665/'],['electrolyser beat 1 4800...'],['clivew'],,"['July 22nd, 2020']",[''],['-00:27']
2601,['https://freesound.org/people/cybergrrl/sounds/334519/'],['boots on wet path.wav'],['cybergrrl'],,"['January 31st, 2016']",[''],['-00:23']
2602,['https://freesound.org/people/dsledge524/sounds/632716/'],['bartenderAudio07.wav'],['dsledge524'],,"['May 9th, 2022']",[''],['-00:01']
2603,['https://freesound.org/people/onni.merila/sounds/659249/'],"['Tram, tram bell and wind...']",['onni.merila'],,"['November 13th, 2022']",[''],['-00:05']
2604,['https://freesound.org/people/permsound/sounds/677023/'],['Полёт в летний день'],['permsound'],,"['February 26th, 2023']",[''],['-00:17']
2605,['https://freesound.org/people/rempen/sounds/274831/'],"['Trucks, cars, bicycle ar...']",['rempen'],,"['May 26th, 2015']",[''],['-00:55']
2606,['https://freesound.org/people/cmusounddesign/sounds/71871/'],['04 hn_PittsPAT61.wav'],['cmusounddesign'],,"['April 30th, 2009']",[''],['-02:25']
