,sounds,species,latitude,longitude
3088,X00193,Gryllidae sp.,"""-33.1101""","""150.0567"""
3089,X01296,Myiagra inquieta,"""-33.1449""","""149.9814"""
3090,X03242,Acanthiza pusilla,"""-33.1449""","""149.9814"""
3091,X00276,Anas superciliosa,"""-13.8889""","""132.7813"""
3092,X00869,Manorina melanocephala,"""-33.1449""","""149.9814"""
3093,X01643,Menura novaehollandiae,"""-32.8344""","""150.2058"""
3094,X01711,Menura novaehollandiae,"""-33.3985""","""149.7846"""
3095,X02585,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
3096,X03615,Eopsaltria australis,"""-33.1449""","""149.9814"""
3097,X03307,Acanthagenys rufogularis,"""-33.1449""","""149.9814"""
3098,X03850,Strepera graculina,"""-33.1101""","""150.0567"""
3099,X01583,Petrochelidon ariel,"""-33.1449""","""149.9814"""
3100,X00570,Amytornis purnelli,"""-24.2004""","""132.8231"""
3101,X00334,Vanellus miles,"""-13.8889""","""132.7813"""
3102,X01169,Falcunculus frontatus,"""-33.1959""","""149.8589"""
3103,X03869,Strepera graculina,"""-33.1449""","""149.9814"""
3104,X02250,Platycercus adscitus,"""-33.1341""","""150.1358"""
3105,X02206,Acrocephalus australis,"""-33.1449""","""149.9814"""
3106,X02313,Acanthiza nana,"""-33.1341""","""150.1358"""
3107,X01682,Menura novaehollandiae,"""-33.2904""","""150.1161"""
3108,X03306,Acanthagenys rufogularis,"""-33.1449""","""149.9814"""
3109,X00471,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
3110,X00196,Conocephalus sp.,"""-33.3814""","""149.8849"""
3111,X00922,Ptilotula flavescens,"""-18.7395""","""138.3191"""
3112,X02872,Alisterus scapularis,"""-33.1449""","""149.9814"""
3113,X03571,Melithreptus brevirostris,"""-33.1449""","""149.9814"""
3114,X03826,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3115,X02954,Ninox boobook,"""-33.1341""","""150.1358"""
3116,X00841,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3117,X03314,Philemon corniculatus,"""-33.1449""","""149.9814"""
3118,X01172,Falcunculus frontatus,"""-33.1449""","""149.9814"""
3119,X03553,Ptilotula penicillata,"""-33.1384""","""150.1269"""
3120,X03801,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
3121,X01569,Hirundo neoxena,"""-33.1449""","""149.9814"""
3122,X01810,Limnodynastes peronii,"""-33.3814""","""149.885"""
3123,X01846,Plectorhyncha lanceolata,"""-33.1449""","""149.9814"""
3124,X04080,Notamacropus rufogriseus,"""-33.1449""","""149.9814"""
3125,X01771,Menura novaehollandiae,"""-33.1738""","""149.9977"""
3126,X00768,Philemon corniculatus,"""-33.1449""","""149.9814"""
3127,X03841,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3128,X02171,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
3129,X03169,Pardalotus striatus,"""-33.1341""","""150.1358"""
3130,X03393,Anthochaera phrygia,"""-33.0522""","""150.1722"""
3131,X02856,Glossopsitta concinna,"""-33.1449""","""149.9814"""
3132,X03590,Myzomela sanguinolenta,"""-33.1171""","""150.1566"""
3133,X01790,Limnodynastes dumerilii,"""-33.3814""","""149.885"""
3134,X01262,Colluricincla harmonica,"""-33.0464""","""150.2199"""
3135,X01759,Menura novaehollandiae,"""-33.2976""","""149.8087"""
3136,X03016,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3137,X02414,Corvus coronoides,"""-33.1171""","""150.1566"""
3138,X00432,Purpureicephalus spurius,"""-32.1497""","""115.8291"""
3139,X03103,Menura novaehollandiae,"""-33.4115""","""150.0649"""
3140,X00123,Limnodynastes dumerilii,"""-33.3814""","""149.885"""
3141,X00844,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3142,X03201,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
3143,X03809,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
3144,X00664,Acanthiza pusilla,"""-33.3332""","""149.7894"""
3145,X01521,Aidemosyne modesta,"""-33.1449""","""149.9814"""
3146,X03313,Philemon corniculatus,"""-33.1449""","""149.9814"""
3147,X00204,Conocephalus semivittatus,"""-33.1449""","""149.9814"""
3148,X01148,Eopsaltria australis,"""-30.7667""","""149.0667"""
3149,X03703,Myiagra rubecula,"""-33.1801""","""150.1256"""
3150,X01626,Turdus merula,"""-33.3814""","""149.8849"""
3151,X03312,Philemon corniculatus,"""-33.1449""","""149.9814"""
3152,X02218,Caligavis chrysops,"""-33.1341""","""150.1358"""
3153,X00180,Gryllidae sp.,"""-33.1449""","""149.9814"""
3154,X03739,Dicrurus bracteatus,"""-29.4079""","""153.3503"""
3155,X01440,Corvus coronoides,"""-33.2737""","""149.8365"""
3156,X00315,Fulica atra,"""-33.1449""","""149.9814"""
3157,X02968,Eurostopodus mystacalis,"""-33.1449""","""149.9814"""
3158,X04034,Austronomus australis,"""-33.1449""","""149.9814"""
3159,X01490,Anthus novaeseelandiae,"""-33.1449""","""149.9814"""
3160,X01394,Cracticus nigrogularis,"""-14.9231""","""133.1341"""
3161,X02657,Ptilotula penicillata,"""-33.1341""","""150.1358"""
3162,X03065,Menura novaehollandiae,"""-33.1101""","""150.0567"""
3163,X00589,Pardalotus striatus,"""-33.1449""","""149.9814"""
3164,X00682,Acanthiza reguloides,"""-33.1107""","""150.0567"""
3165,X03069,Menura novaehollandiae,"""-33.1101""","""150.0567"""
3166,X00499,Scythrops novaehollandiae,"""-33.1449""","""149.9814"""
3167,X01486,Anthus novaeseelandiae,"""-33.1449""","""149.9814"""
3168,X03276,Acanthiza lineata,"""-33.1449""","""149.9814"""
3169,X03028,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3170,X04329,Litoria serrata,"""-16.98053""","""145.63499"""
3171,X02843,Cacatua galerita,"""-33.0522""","""150.1722"""
3172,X00543,Cormobates leucophaea,"""-33.1449""","""149.9814"""
3173,X01239,Colluricincla harmonica,"""-13.503""","""132.3946"""
3174,X03760,Artamus superciliosus,"""-33.1449""","""149.9814"""
3175,X02326,Rhipidura albiscapa,"""-33.1341""","""150.1358"""
3176,X03105,Menura novaehollandiae,"""-33.4115""","""150.0649"""
3177,X03674,Pachycephala rufiventris,"""-33.1341""","""150.1358"""
3178,X03613,Melanodryas cucullata,"""-33.1449""","""149.9814"""
3179,X00118,Limnodynastes dumerilii,"""-33.3814""","""149.885"""
3180,X03194,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
3181,X00374,Zanda funerea,"""-32.8344""","""150.2058"""
3182,X01043,Petroica goodenovii,"""-33.1449""","""149.9814"""
3183,X01518,Aidemosyne modesta,"""-33.1449""","""149.9814"""
3184,X02728,Litoria caerulea,"""-33.1449""","""149.9814"""
3185,X01787,Petrochelidon ariel,"""-33.1449""","""149.9814"""
3186,X03263,Acanthiza reguloides,"""-33.1449""","""149.9814"""
3187,X02746,Litoria caerulea,"""-33.1449""","""149.9814"""
3188,X03150,Malurus cyaneus,"""-33.0464""","""150.2199"""
3189,X04253,Litoria serrata,"""-16.95198""","""145.61961"""
3190,X00857,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3191,X03927,Neochmia temporalis,"""-33.1171""","""150.1566"""
3192,X01204,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
3193,X03287,Anthochaera carunculata,"""-33.1341""","""150.1358"""
3194,X02561,Uperoleia laevigata,"""-33.1449""","""149.9814"""
3195,X00346,Geophaps plumifera,"""-24.2004""","""132.8231"""
3196,X03172,Sericornis frontalis,"""-33.1171""","""150.1566"""
3197,X00950,Lichmera indistincta,"""-18.7395""","""138.3191"""
3198,X00823,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3199,X03601,Petroica boodang,"""-33.1449""","""149.9814"""
3200,X00270,Biziura lobata,"""-32.0854""","""115.8294"""
3201,X01454,Corvus mellori,"""-33.1449""","""149.9814"""
3202,X03046,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
3203,X00986,Microeca fascinans,"""-33.1449""","""149.9814"""
3204,X00788,Philemon corniculatus,"""-33.1449""","""149.9814"""
3205,X00324,Turnix varius,"""-33.1449""","""149.9814"""
3206,X03130,Cormobates leucophaea,"""-33.1171""","""150.1566"""
3207,X01688,Menura novaehollandiae,"""-33.2469""","""149.8614"""
3208,X02900,Psephotus haematonotus,"""-33.1449""","""149.9814"""
3209,X01252,Colluricincla harmonica,"""-33.1449""","""149.9814"""
3210,X03110,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3211,X03919,Sericulus chrysocephalus,"""-29.4079""","""153.3503"""
3212,X00563,Malurus cyaneus,"""-33.1806""","""150.2364"""
3213,X04219,Litoria myola,"""-16.8""","""145.6"""
3214,X04308,Litoria serrata,"""-16.93669""","""145.61621"""
3215,X01177,Oreoica gutturalis,"""-24.2004""","""132.8231"""
3216,X03099,Menura novaehollandiae,"""-33.4115""","""150.0649"""
3217,X00505,Ninox connivens,"""-33.1""","""150.0"""
3218,X02012,Psophodes olivaceus,"""-28.4589""","""153.1341"""
3219,X03993,Gryllidae sp.,"""-33.1341""","""150.1358"""
3220,X02730,Litoria caerulea,"""-33.1449""","""149.9814"""
3221,X03225,Gerygone mouki,"""-29.4079""","""153.3503"""
3222,X04304,Litoria serrata,"""-16.93669""","""145.61621"""
3223,X03079,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3224,X00399,Trichoglossus haematodus,"""-28.5405""","""153.5495"""
3225,X02407,Acanthorhynchus tenuirostris,"""-33.1341""","""150.1358"""
3226,X02357,Rhipidura leucophrys,"""-33.1801""","""150.1256"""
3227,X02744,Litoria caerulea,"""-33.1449""","""149.9814"""
3228,X00731,Plectorhyncha lanceolata,"""-33.1449""","""149.9814"""
3229,X01715,Menura novaehollandiae,"""-33.3985""","""149.7846"""
3230,X03467,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3231,X00974,Sugomel nigrum,"""-23.4406""","""144.2511"""
3232,X02632,Anthochaera carunculata,"""-33.1341""","""150.1358"""
3233,X02540,Eolophus roseicapilla,"""-31.8241""","""149.7198"""
3234,X00212,Froggattina australis,"""-33.1449""","""149.9814"""
3235,X02398,Platycercus elegans,"""-33.1341""","""150.1358"""
3236,X00653,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
3237,X00710,Aphelocephala leucopsis,"""-33.1449""","""149.9814"""
3238,X00476,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
3239,X01268,Myiagra rubecula,"""-33.3814""","""149.8849"""
3240,X01466,Corvus orru,"""-28.0731""","""153.4439"""
3241,X03474,Manorina melanocephala,"""-33.1449""","""149.9814"""
3242,X00847,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3243,X03289,Anthochaera carunculata,"""-33.1449""","""149.9814"""
3244,X00722,Anthochaera chrysoptera,"""-29.1141""","""153.4279"""
3245,X00784,Philemon corniculatus,"""-33.1449""","""149.9814"""
3246,X01538,Stagonopleura guttata,"""-33.1449""","""149.9814"""
3247,X03342,Philemon corniculatus,"""-33.1449""","""149.9814"""
3248,X01439,Corvus coronoides,"""-33.1449""","""149.9814"""
3249,X01331,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
3250,X00888,Caligavis chrysops,"""-33.1449""","""149.9814"""
3251,X00167,Phaneropterinae sp.,"""-33.3814""","""149.8849"""
3252,X02382,Pardalotus punctatus,"""-33.1801""","""150.1256"""
3253,X03797,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
3254,X02416,Caligavis chrysops,"""-33.1171""","""150.1566"""
3255,X01480,Chlamydera nuchalis,"""-19.0236""","""138.7097"""
3256,X00502,Ninox strenua,"""-33.72""","""150.96"""
3257,X03557,Ptilotula penicillata,"""-33.1384""","""150.1269"""
3258,X03196,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
3259,X01047,Petroica goodenovii,"""-33.1449""","""149.9814"""
3260,X01324,Rhipidura rufiventris,"""-13.4935""","""132.5857"""
3261,X03555,Ptilotula penicillata,"""-33.0464""","""150.2199"""
3262,X00752,Philemon corniculatus,"""-33.1449""","""149.9814"""
3263,X00967,Ramsayornis fasciatus,"""-13.4935""","""132.5857"""
3264,X03938,Cincloramphus mathewsi,"""-33.1801""","""150.1256"""
3265,X00755,Philemon corniculatus,"""-33.1449""","""149.9814"""
3266,X01581,Petrochelidon ariel,"""-33.1449""","""149.9814"""
3267,X00867,Manorina melanocephala,"""-33.1449""","""149.9814"""
3268,X03608,Petroica rosea,"""-33.1171""","""150.1566"""
3269,X00588,Pardalotus striatus,"""-33.1449""","""149.9814"""
3270,X04283,Litoria serrata,"""-16.96921""","""145.62697"""
3271,X00423,Platycercus elegans,"""-33.1101""","""150.0567"""
3272,X01770,Menura novaehollandiae,"""-33.1738""","""149.9977"""
3273,X01746,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3274,X02521,Zoothera heinei,"""-29.4079""","""153.3503"""
3275,X00524,Dacelo leachii,"""-18.0712""","""139.7799"""
3276,X00812,Philemon citreogularis,"""-17.7668""","""141.1166"""
3277,X03563,Ptilotula penicillata,"""-33.1449""","""149.9814"""
3278,X02444,Climacteris picumnus,"""-33.1801""","""150.1256"""
3279,X01517,Aidemosyne modesta,"""-33.1449""","""149.9814"""
3280,X00643,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
3281,X02671,Psophodes olivaceus,"""-29.4079""","""153.3503"""
3282,X03198,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
3283,X00759,Philemon corniculatus,"""-33.1449""","""149.9814"""
3284,X01295,Myiagra inquieta,"""-32.9679""","""150.2162"""
3285,X02774,Aquila audax,"""-33.1519""","""150.1279"""
3286,X02123,Oriolus sagittatus,"""-33.1449""","""149.9814"""
3287,X01639,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3288,X03173,Sericornis frontalis,"""-33.1101""","""150.0567"""
3289,X00364,Ptilinopus regina,"""-12.1761""","""132.2409"""
3290,X02001,Psophodes nigrogularis,"""-34.8508""","""135.9532"""
3291,X03435,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3292,X01773,Menura alberti,"""-28.4589""","""153.1341"""
3293,X03574,Melithreptus brevirostris,"""-33.1449""","""149.9814"""
3294,X02452,Stagonopleura guttata,"""-33.1801""","""150.1256"""
3295,X02779,Falco berigora,"""-33.1449""","""149.9814"""
3296,X04290,Litoria serrata,"""-16.96921""","""145.62697"""
3297,X03991,Gryllidae sp.,"""-33.1341""","""150.1358"""
3298,X01088,Melanodryas cucullata,"""-33.1449""","""149.9814"""
3299,X03998,Gryllidae sp.,"""-33.1449""","""149.9814"""
3300,X00758,Philemon corniculatus,"""-33.1449""","""149.9814"""
3301,X03511,Ptilotula fusca,"""-33.1519""","""150.1279"""
3302,X02923,Scythrops novaehollandiae,"""-33.1449""","""149.9814"""
3303,X00865,Manorina melanocephala,"""-33.1449""","""149.9814"""
3304,X01357,Oriolus flavocinctus,"""-12.1761""","""132.2409"""
3305,X02731,Litoria caerulea,"""-33.1449""","""149.9814"""
3306,X01564,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
3307,X00545,Cormobates leucophaea,"""-32.8405""","""150.3575"""
3308,X03235,Gerygone olivacea,"""-33.1171""","""150.1566"""
3309,X03002,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3310,X03462,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3311,X02883,Platycercus elegans,"""-33.1101""","""150.0567"""
3312,X03427,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3313,X02697,Gymnorhina tibicen,"""-33.1341""","""150.1358"""
3314,X00774,Philemon corniculatus,"""-33.1449""","""149.9814"""
3315,X03454,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3316,X02711,Ptilotula fusca,"""-33.1341""","""150.1358"""
3317,X03897,Corvus coronoides,"""-33.1449""","""149.9814"""
3318,X01536,Stagonopleura guttata,"""-33.1449""","""149.9814"""
3319,X01412,Gymnorhina tibicen,"""-33.1449""","""149.9814"""
3320,X03230,Gerygone fusca,"""-33.1449""","""149.9814"""
3321,X00743,Philemon argenticeps,"""-17.4549""","""138.3563"""
3322,X00777,Philemon corniculatus,"""-33.1449""","""149.9814"""
3323,X03326,Philemon corniculatus,"""-33.1449""","""149.9814"""
3324,X03815,Cracticus nigrogularis,"""-33.1449""","""149.9814"""
3325,X01465,Corvus orru,"""-14.9231""","""133.1341"""
3326,X02170,Manorina melanocephala,"""-33.1449""","""149.9814"""
3327,X04016,Conocephalus semivittatus,"""-33.1171""","""150.1566"""
3328,X02009,Psophodes occidentalis,"""-25.3009""","""130.7224"""
3329,X03593,Myzomela sanguinolenta,"""-33.1449""","""149.9814"""
3330,X00721,Anthochaera chrysoptera,"""-29.1141""","""153.4279"""
3331,X03620,Eopsaltria australis,"""-33.1449""","""149.9814"""
3332,X02542,Philemon corniculatus,"""-31.8241""","""149.7198"""
3333,X00168,Phaneropterinae sp.,"""-33.3814""","""149.8849"""
3334,X02870,Parvipsitta pusilla,"""-33.1449""","""149.9814"""
3335,X03209,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
3336,X01241,Colluricincla harmonica,"""-13.503""","""132.3946"""
3337,X02972,Eurostopodus mystacalis,"""-33.1449""","""149.9814"""
3338,X03317,Philemon corniculatus,"""-33.1801""","""150.1256"""
3339,X00792,Philemon corniculatus,"""-33.1449""","""149.9814"""
3340,X03241,Gerygone olivacea,"""-33.1449""","""149.9814"""
3341,X00551,Climacteris picumnus,"""-33.1449""","""149.9814"""
3342,X01669,Menura novaehollandiae,"""-33.3209""","""150.1182"""
3343,X02363,Caligavis chrysops,"""-33.1341""","""150.1358"""
3344,X01210,Pachycephala rufiventris,"""-33.1449""","""149.9814"""
3345,X01437,Strepera versicolor,"""-33.3209""","""150.1182"""
3346,X00584,Pardalotus striatus,"""-33.1449""","""149.9814"""
3347,X03450,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3348,X03893,Corvus coronoides,"""-33.1449""","""149.9814"""
3349,X03080,Menura novaehollandiae,"""-33.3089""","""149.9305"""
3350,X03357,Philemon corniculatus,"""-33.1449""","""149.9814"""
3351,X01082,Petroica rosea,"""-33.1449""","""149.9814"""
3352,X03207,Pyrrholaemus sagittata,"""-33.1449""","""149.9814"""
3353,X02539,Philemon corniculatus,"""-31.8241""","""149.7198"""
3354,X03000,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3355,X03874,Strepera graculina,"""-28.0911""","""153.4549"""
3356,X02776,Aquila audax,"""-33.1801""","""150.1256"""
3357,X04067,Macropus giganteus,"""-33.1449""","""149.9814"""
3358,X03417,Anthochaera phrygia,"""-30.4511""","""151.2195"""
3359,X02316,Cormobates leucophaea,"""-33.1341""","""150.1358"""
3360,X02466,Acrocephalus australis,"""-33.4123""","""150.0799"""
3361,X02286,Platycercus elegans,"""-33.1341""","""150.1358"""
3362,X03551,Ptilotula penicillata,"""-33.1384""","""150.1269"""
3363,X01561,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
3364,X01706,Menura novaehollandiae,"""-33.2737""","""149.8365"""
3365,X00851,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3366,X03300,Anthochaera chrysoptera,"""-29.4079""","""153.3503"""
3367,X00936,Melithreptus gularis,"""-33.1449""","""149.9814"""
3368,X02002,Psophodes nigrogularis,"""-34.907""","""135.6858"""
3369,X02116,Rhipidura albiscapa,"""-33.1449""","""149.9814"""
3370,X04231,Litoria serrata,"""-16.93868""","""145.6106"""
3371,X00870,Manorina melanocephala,"""-33.1449""","""149.9814"""
3372,X00586,Pardalotus striatus,"""-33.1449""","""149.9814"""
3373,X03092,Menura novaehollandiae,"""-33.3209""","""150.1182"""
3374,X04292,Litoria serrata,"""-16.96921""","""145.62697"""
3375,X03753,Oriolus sagittatus,"""-33.1171""","""150.1566"""
3376,X03990,Gryllidae sp.,"""-33.1341""","""150.1358"""
3377,X04214,Litoria myola,"""-16.8""","""145.6"""
3378,X02432,Strepera graculina,"""-33.1341""","""150.1358"""
3379,X02830,Callocephalon fimbriatum,"""-33.13""","""150.14"""
3380,X00803,Philemon corniculatus,"""-31.8241""","""149.7198"""
3381,X03446,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3382,X02907,Cacomantis flabelliformis,"""-33.1449""","""149.9814"""
3383,X01557,Dicaeum hirundinaceum,"""-33.1449""","""149.9814"""
3384,X00802,Philemon corniculatus,"""-31.8241""","""149.7198"""
3385,X03627,Eopsaltria australis,"""-29.4079""","""153.3503"""
3386,X00729,Plectorhyncha lanceolata,"""-33.1449""","""149.9814"""
3387,X01753,Menura novaehollandiae,"""-33.2469""","""149.8614"""
3388,X00285,Elanus axillaris,"""-32.0854""","""115.8294"""
3389,X01455,Corvus mellori,"""-33.1449""","""149.9814"""
3390,X01094,Melanodryas cucullata,"""-33.1449""","""149.9814"""
3391,X02480,Melithreptus brevirostris,"""-33.1341""","""150.1358"""
3392,X04130,Psophodes nigrogularis,"""-34.9292""","""135.6846"""
3393,X03224,Smicrornis brevirostris,"""-33.1449""","""149.9814"""
3394,X00599,Origma solitaria,"""-33.1107""","""150.0567"""
3395,X02694,Dacelo novaeguineae,"""-33.1449""","""149.9814"""
3396,X03745,Lalage tricolor,"""-33.1449""","""149.9814"""
3397,X03920,Taeniopygia guttata,"""-33.1449""","""149.9814"""
3398,X03073,Menura novaehollandiae,"""-33.1101""","""150.0567"""
3399,X00835,Anthochaera phrygia,"""-33.1449""","""149.9814"""
3400,X04053,Microchiroptera sp.,"""-33.1449""","""149.9814"""
3401,X00157,Litoria caerulea,"""-33.1301""","""150.1398"""
3402,X02898,Psephotus haematonotus,"""-33.1449""","""149.9814"""
3403,X01328,Rhipidura rufiventris,"""-18.0712""","""139.7799"""
3404,X02134,Cormobates leucophaea,"""-33.1171""","""150.1566"""
3405,X04228,Litoria serrata,"""-16.93868""","""145.6106"""
3406,X02560,Philemon citreogularis,"""-33.1449""","""149.9814"""
3407,X02924,Scythrops novaehollandiae,"""-33.1449""","""149.9814"""
3408,X00938,Melithreptus brevirostris,"""-33.1449""","""149.9814"""
3409,X02497,Corvus coronoides,"""-33.1171""","""150.1566"""
3410,X00179,Gryllotalpidae sp.,"""-33.1449""","""149.9814"""
3411,X00296,Hieraaetus morphnoides,"""-33.3814""","""149.8849"""
3412,X00981,Myzomela sanguinolenta,"""-33.1449""","""149.9814"""
3413,X00266,Dendrocygna arcuata,"""-13.8889""","""132.7813"""
3414,X00257,Synoicus ypsilophora,"""-33.1449""","""149.9814"""
3415,X00248,Atrapsalta encaustica,"""-33.1806""","""150.2364"""
3416,X02583,Platycercus adscitus,"""-29.4079""","""153.3503"""
3417,X01461,Corvus mellori,"""-33.1449""","""149.9814"""
3418,X00292,Accipiter cirrocephalus,"""-33.3814""","""149.8849"""
3419,X03712,Rhipidura rufifrons,"""-29.4079""","""153.3503"""
3420,X00125,Crinia signifera,"""-33.3814""","""149.885"""
3421,X02310,Philemon corniculatus,"""-33.1449""","""149.9814"""
3422,X01785,Strepera graculina,"""-33.3814""","""149.8849"""
3423,X04040,Microchiroptera sp.,"""-33.1449""","""149.9814"""
3424,X03697,Colluricincla harmonica,"""-33.1801""","""150.1256"""
3425,X01460,Corvus mellori,"""-33.1449""","""149.9814"""
3426,X00621,Pyrrholaemus brunneus,"""-24.2004""","""132.8231"""
3427,X02489,Ninox connivens,"""-33.1""","""150.1"""
3428,X04086,Notamacropus rufogriseus,"""-33.1449""","""149.9814"""
3429,X01816,Uperoleia laevigata,"""-33.1171""","""150.1566"""
3430,X02727,Crinia signifera,"""-33.3814""","""149.885"""
3431,X03372,Anthochaera phrygia,"""-33.0522""","""150.1722"""
3432,X03373,Anthochaera phrygia,"""-33.0522""","""150.1722"""
3433,X02720,Cherax destructor,"""-33.1171""","""150.1566"""
3434,X00998,Microeca flavigaster,"""-12.1761""","""132.2409"""
3435,X01743,Menura novaehollandiae,"""-33.1234""","""149.8389"""
3436,X01114,Eopsaltria australis,"""-33.1101""","""150.0567"""
3437,X02550,Rhipidura leucophrys,"""-33.1449""","""149.9814"""
3438,X03707,Myiagra inquieta,"""-33.1449""","""149.9814"""
3439,X04176,Psophodes nigrogularis,"""-35.0""","""118.2"""
3440,X03934,Acrocephalus australis,"""-33.4123""","""150.0799"""
3441,X04135,Psophodes nigrogularis,"""-34.9713""","""135.9529"""
3442,X00350,Geopelia placida,"""-14.9231""","""133.1341"""
3443,X00996,Microeca fascinans,"""-33.1806""","""150.2364"""
3444,X03744,Edolisoma tenuirostre,"""-33.1449""","""149.9814"""
3445,X00609,Sericornis frontalis,"""-33.3814""","""149.8849"""
3446,X03142,Cormobates leucophaea,"""-33.3209""","""150.1182"""
3447,X03582,Acanthorhynchus tenuirostris,"""-33.1449""","""149.9814"""
3448,X01225,Colluricincla woodwardi,"""-13.4935""","""132.5857"""
3449,X01680,Menura novaehollandiae,"""-33.3209""","""150.1182"""
3450,X03755,Sphecotheres vieilloti,"""-29.4079""","""153.3503"""
3451,X02820,Geopelia placida,"""-33.1801""","""150.1256"""
3452,X03341,Philemon corniculatus,"""-33.1449""","""149.9814"""
3453,X00142,Litoria latopalmata,"""-33.1171""","""150.1566"""
3454,X00262,Anseranas semipalmata,"""-12.1761""","""132.2409"""
3455,X00466,Cacomantis variolosus,"""-33.3814""","""149.8849"""
3456,X02826,Calyptorhynchus lathami,"""-33.1""","""150.1"""
3457,X02535,Struthidea cinerea,"""-31.8241""","""149.7198"""
3458,X00948,Melithreptus lunatus,"""-33.3814""","""149.8849"""
3459,X02566,Litoria caerulea,"""-33.1449""","""149.9814"""
3460,X03167,Pardalotus striatus,"""-33.1449""","""149.9814"""
3461,X01593,Acrocephalus australis,"""-33.1449""","""149.9814"""
3462,X02983,Aegotheles cristatus,"""-33.1449""","""149.9814"""
3463,X01801,Litoria peronii,"""-33.3814""","""149.885"""
3464,X00304,Antigone antigone,"""-17.4549""","""138.3563"""
3465,X03933,Acrocephalus australis,"""-33.1449""","""149.9814"""
3466,X02933,Ninox connivens,"""-33.1""","""150.2"""
3467,X03653,Pachycephala pectoralis,"""-33.1449""","""149.9814"""
3468,X02305,Geopelia placida,"""-33.1449""","""149.9814"""
3469,X00661,Gerygone olivacea,"""-33.1449""","""149.9814"""
3470,X02825,Calyptorhynchus lathami,"""-33.1""","""150.0"""
3471,X03506,Ptilotula fusca,"""-33.1384""","""150.1269"""
3472,X03430,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3473,X01533,Stagonopleura guttata,"""-33.1449""","""149.9814"""
3474,X02620,Cracticus torquatus,"""-29.4079""","""153.3503"""
3475,X00339,Phaps chalcoptera,"""-33.1449""","""149.9814"""
3476,X03885,Corvus coronoides,"""-33.1171""","""150.1566"""
3477,X03803,Cracticus nigrogularis,"""-33.1341""","""150.1358"""
3478,X00379,Callocephalon fimbriatum,"""-33.14""","""149.98"""
3479,X01153,Eopsaltria australis,"""-28.5667""","""153.4"""
3480,X01386,Cracticus torquatus,"""-24.2004""","""132.8231"""
3481,X01243,Colluricincla harmonica,"""-24.8819""","""146.2583"""
3482,X00568,Malurus leucopterus,"""-24.2004""","""132.8231"""
3483,X01356,Lalage leucomela,"""-13.4342""","""132.4168"""
3484,X03699,Colluricincla harmonica,"""-29.4079""","""153.3503"""
3485,X00934,Ptilotula penicillata,"""-33.1449""","""149.9814"""
3486,X03436,Anthochaera phrygia,"""-33.1519""","""150.1279"""
3487,X01149,Eopsaltria australis,"""-30.75""","""149.1167"""
3488,X04320,Litoria serrata,"""-16.98053""","""145.63499"""
3489,X01509,Stizoptera bichenovii,"""-33.1449""","""149.9814"""
3490,X02120,Corvus coronoides,"""-33.1449""","""149.9814"""
3491,X02751,Litoria caerulea,"""-33.1449""","""149.9814"""
3492,X00450,Heteroscenes pallidus,"""-24.2004""","""132.8231"""
